id,predicted_price
2591820310,379657.75
7974200820,909222.7
7701450110,1111194.5
9522300010,1963139.0
9510861140,773187.0
1761300310,245253.02
7732410120,805612.44
7010701383,626943.75
291310170,430477.72
4232901990,602624.7
6840701125,593946.25
3971700580,458400.66
4202400078,243875.9
6064800090,357204.75
2626119028,201581.34
3303980660,1038828.2
862000020,914475.06
2386000070,990942.56
1138000450,364843.0
1775800420,465715.78
2291401425,428313.56
2025770560,961198.2
3525069037,687859.3
9324800450,562693.75
8080400136,556608.3
8651540040,521641.7
9407001790,243006.11
1773101530,166448.75
9432900250,339699.03
1794500695,625780.7
2220069003,369071.06
923000120,460284.06
5728000060,554805.75
16000200,267589.9
1926059094,450774.97
6672900220,1072929.5
3629860060,804607.4
1822069109,399081.7
6675500105,386637.78
249000180,1905129.2
226059065,537784.9
396100110,269383.62
9264450460,321033.75
7853361210,397050.06
9474700020,298155.25
421000455,237805.25
3755200220,417345.4
7960100075,471936.62
9477100490,404363.75
9138100350,859619.1
1624049275,507089.03
2770606890,533796.4
1157200189,395409.9
2770601800,521877.0
9301300805,597867.1
2325069032,1133803.2
1021079099,337281.38
7215730040,758232.9
1853200080,422571.16
3224600340,699549.4
3222049120,420117.94
2113700025,267288.28
7893207925,263734.0
3586501085,607387.94
8024200010,390471.0
7116500705,184009.5
1598600209,311525.72
7204200025,995325.9
4206901505,594358.8
2937300440,913526.3
7205000180,343262.44
8718500665,375891.53
5318101765,1010532.75
4122700020,915450.7
8078700020,544000.0
3303980680,944739.25
8924100372,1147546.2
2781270210,211632.08
519000043,550399.8
3225069301,1425227.5
151000075,773571.7
2297400020,439311.56
6617500085,628244.9
104510180,251922.06
3528900060,989812.6
3345100286,543478.9
1226039130,426863.88
8712100720,866616.3
3037200010,381319.2
3626039268,439720.78
104510230,250266.58
5112800060,410762.7
6072400280,642547.4
5317100570,1222102.8
9528102993,557384.44
2919201095,507440.25
6181400920,245897.73
185000161,236649.23
8691400010,758740.06
3345700165,524153.53
6151800486,270150.4
4340000080,1362252.8
4136960010,557394.7
3634100030,330342.06
1624059224,1058160.5
2788400090,260599.2
9828200762,470920.34
7524400250,546798.94
3528000290,734938.8
5700003630,2420347.2
2720069019,359198.6
7227501170,255494.12
2397101270,633347.25
6792100090,750719.7
2770602265,529098.9
3971700937,307791.75
422049203,217205.52
3076500830,261225.75
1423400260,292779.2
9161100795,465381.84
3126049052,502686.75
5100401468,425895.56
514500235,491163.56
1423200170,197820.38
1402100070,398825.94
624110020,716973.9
2407000145,210711.31
1890000225,910264.44
1320069271,350960.88
5490700085,370035.97
263000155,470661.44
3726800201,395633.38
5153200358,282682.4
2725079018,829311.9
7165700200,264872.44
9429000170,598048.25
8718500075,382408.56
1760650950,305145.06
1068000559,1268728.5
4113800500,644528.4
4077800507,541972.4
2725069150,702450.7
4008400035,659428.2
7016310270,403885.7
1432701230,224273.98
3278606050,332031.78
2473350710,408638.44
2185000685,173766.36
7792000025,342704.9
6868200029,496738.94
624069003,753901.4
7431500280,874790.94
3296000040,550553.44
1118001215,1684388.2
6453900040,701587.06
333100209,755041.4
34001765,636214.7
8946700100,382256.22
5561401210,568324.06
6671900095,385338.5
3275850020,717007.2
3876300600,408939.6
1450900020,273990.97
8562780280,324918.94
7663700973,331948.78
2126049032,366488.94
1823059159,185447.86
3438503426,275042.53
9297301495,531118.4
7140700850,378163.0
7942601805,743485.25
2555900030,358093.3
2887970040,274391.34
7419700010,628486.94
2239000011,374459.06
9283800050,388970.88
9407001340,271975.38
217500140,525242.9
7212660520,252306.44
3298201170,367534.66
3057000400,264665.28
6865200444,502661.56
6071600340,505793.6
6821600005,682850.3
1235100371,828104.75
7796450340,341344.94
3603000410,196871.08
9297300255,532916.9
9126100850,541411.9
2770601462,471460.12
2599001500,222474.08
1102000095,692570.3
1853080640,1006231.2
9551201585,865166.56
3438500796,330704.94
7518504291,517539.0
9269200340,409558.25
715010130,1748091.8
1982201485,598660.25
9526500080,410311.75
9277200180,481721.47
6669150280,296240.34
8917100153,583674.9
3760500516,1095347.8
2725069050,941815.94
3332000091,338523.75
8562770080,599059.75
8151601190,289076.75
8563040160,581747.2
240000269,622751.2
4307350200,314416.7
1311910300,276107.16
3574900030,515969.53
7853230570,417061.75
320069049,343235.47
9839301060,629828.44
7011201333,650467.44
2781320100,282634.8
3421069120,457479.38
7852030320,450108.22
5316101075,2124857.2
5309100750,564039.5
629000730,759155.0
511700170,316859.75
1562100030,533926.25
2489200230,593869.3
524069116,495879.25
5315100737,1058900.8
1868900675,837017.25
1608000120,333867.0
705700240,351115.8
7575600610,269029.12
1778500015,758950.0
5423500240,205842.33
6713700025,355710.3
2734100734,321482.66
301402280,212404.64
2113700205,319593.28
4114601570,2606708.8
3332000615,316600.4
3630050180,344323.88
6852700520,537371.3
6870310010,635256.3
6163900981,307969.3
393000142,411361.7
1771100130,336230.25
1442860160,411954.28
9191200435,542234.4
6788200800,949895.9
1115300070,653749.25
3176600105,719697.94
2770604665,606445.4
5469500580,414288.66
5680000545,503220.75
3424089119,562751.06
1328300180,305270.66
1773100922,359899.78
4123830480,321008.22
9808610190,933255.56
4250200140,281349.2
4217402115,3149002.8
3831250350,358532.44
2397101055,858111.5
6817850110,786491.06
7526800200,615844.2
7853370100,641908.9
2523089025,1020486.6
9476200680,258264.39
5714200140,400341.06
3575304895,512551.53
263000018,395200.22
8080400177,553646.9
6450304130,343893.16
514500090,649603.8
9477000300,440453.6
853600310,1400944.2
1951600240,207425.4
1099900120,316606.03
5323100120,554703.8
1223089016,442670.4
522059172,249065.88
1930300190,682195.5
9542840410,308730.84
8665050530,498318.22
5592900205,374868.06
5450300010,645618.1
2459960030,348552.66
3331500455,557693.44
3432500705,412196.9
3702900165,330959.0
5249803550,565406.0
626049058,464830.03
1788900380,206146.77
8075400360,238324.55
9113200250,752548.06
2738640040,680030.9
7821200307,507336.03
3530440140,244163.23
3582700130,452373.2
9276200569,790429.6
7197800020,581083.6
686200490,533301.06
3501600100,383509.0
6383000690,616693.1
7604400150,342137.78
5249801411,735434.3
2607720420,456621.3
9561100010,396685.44
1796370590,257243.25
4077800593,383046.56
854000165,252842.94
5536100010,904595.3
4188000670,816583.0
31000165,1366128.2
662350050,987747.25
4137000280,270265.12
6169901130,1050518.8
1953400510,266101.8
7518506716,974317.44
1552520010,378813.16
7955080270,329862.22
9212900100,533545.8
3438500798,331495.34
7899800890,242730.14
4319200605,501428.12
1329300480,377132.56
8935100100,819263.2
5016001260,441497.28
4337600280,308640.62
1446401220,201344.11
7135521530,597225.56
6888900115,250149.11
2413301070,289923.0
345700040,294470.34
5566100145,469553.75
7634800070,403842.06
